18.48999977,0,15980
24.01999855,0,21996
24.01999855,0,15980
29.38999939,0,26884
29.38999939,0,26276.25
29.38999939,0,21996
35.36999893,0,29400
35.36999893,0,26276.25
0,300,379
5.900000095,0,16168
5.900000095,300,16168
5.900000095,300,379
5.900000095,300,376
13.40999985,0,16168
18.48999977,0,16168
18.48999977,0,15980
0,300,1324.75
0,300,1135.5
0,300,946.25
0,300,757
0,300,379
0,300,378.5
0,350,1135.5
0,350,-189.25
0,350,-190.25
4.659999847,350,-190.25
4.659999847,350,-2663.5
13.25,350,-2663.5
13.25,350,-2663.5
13.25,350,-6468.5
18.44999886,350,-6468.5
23.89999962,350,-6417.5
23.89999962,350,-6468.5
23.89999962,350,-7361.25
28.13999939,350,-7361.25
28.13999939,350,-7361.25
29.34000015,350,10570
30.09000015,350,10570
30.64999962,350,10570
30.64999962,350,-7361.25
0,0,758
3.649999857,0,14553
3.649999857,0,758
3.649999857,350,14553
12.5,350,14553
20.52000046,350,23247
20.52000046,350,14553
20.52000046,350,23247
26.52999878,350,24570
26.52999878,350,23247
31.29999924,350,24570
31.29999924,350,21924
31.29999924,350,21489
34.47999954,350,21489
34.47999954,350,14264.25
24.04999924,350,27713
29.09999847,350,27713
29.09999847,350,25653.25
29.34000015,350,10570
29.34000015,350,7550
29.97999954,350,25653.25
29.97999954,350,7550
29.97999954,350,7490
34.47999954,350,14264.25
35.57999802,350,-555.75
36.09999847,350,14264.25
36.09999847,350,8151
36.13000107,350,8151
36.13000107,350,-555.75
26.79999924,350,-5143.5
26.79999924,350,-9144
31.1099987,350,-3810
31.1099987,350,-5143.5
35.31999969,350,-555.75
35.31999969,350,-3705
35.31999969,350,-3810
35.57999802,350,-555.75
21.6099987,350,-14478
26.79999924,350,-9144
8.420000076,350,-2660
8.420000076,350,-2667
8.420000076,350,-6858
8.960000038,350,760
8.960000038,350,-2660
14.92000008,350,-6858
14.92000008,350,-14478
16.21999931,350,13680
16.21999931,350,760
21.6099987,350,-14478
0,0,946.25
0,0,758
0,0,757
0,0,568.5
0,0,567.75
0,0,379
0,0,378.5
35.63000107,350,21489
40,350,21489
40,350,20377.5
40.62999725,350,-7780.5
41.61000061,350,20377.5
16.21999931,350,13680
23.31999969,350,20140
30.21999931,350,22800
30.21999931,350,20140
35.63000107,350,22800
35.63000107,350,22040
35.63000107,350,21489
30.38999939,350,-9371.25
30.38999939,350,-11475
36.27000046,350,-11115
36.27000046,350,-11475
36.27000046,350,-11670.75
