34.65962374	313.4909597	6298.993741
24.68505789	580.4674457	5028.487479
30.56368716	832.0809249	5819.081214
35.52380782	288.6067708	5571.081868
24.78442315	967.1394086	6230.729179
36.9707038	2408.780761	10516.25
34.15550052	1346.95122	7579.027439
24.32236553	949.8704663	5590.121978
33.91030194	688.3984868	5690.131778
11.62592751	3911.581569	7297.422478
12.18586792	2349.840539	5655.039245
42.8479635	1279.240711	6820.968094
26.44165161	1814.130435	6791.180435
33.36173961	633.015356	5864.713239
32.32528163	811.1176471	5867.247353
41.25897866	713.5568513	9637.406706
46.78812874	591.0305344	3875.98855
25.53028102	76.23239437	4206.234595
33.7284359	3545.282369	8932.607094
44.76185571	350	6741.12785
51.96249888	1820.595855	12561.9932
42.60837097	1532.267442	8744.208818
42.86234925	350	7777.322595
40.14482638	1301.811289	8026.901853
35.28048795	1103.87218	6833.37218
34.70819227	245.9459459	5779.121236
28.23066973	0	3185.659189
46.96004751	0	6302.454951
35.10247409	0	5090.131898
29.94342152	141.9057377	3718.276895
34.73419272	0	5894.190668
22.56457454	107.5163399	4378.336601
38.55958029	99.52879581	6220.940052
32.09069193	0	5033.75753
39.52638658	0	4824.400381
32.45799933	750	22210.6
31.14943652	0	3660.22644
37.31497157	0	4976.98966
39.01742889	0	5376.300402
41.13276001	0	6707.721841
34.94730646	1076.792963	5443.914073
41.50171798	1057.787274	5218.192308
44.74548182	157.1022727	8284.661222
30.28359897	829.1575492	4672.742615
27.7431951	912.8236246	4586.540858
38.2045867	255.6397306	6435.629209
25.09525884	750	3692.274074
44.20861126	0	2061.715308
42.50302649	0	6367.165971
27.98427256	0	3622.177102
21.15708028	1111.180124	7387.889752
35.98410208	0	5553.669093
6.234018522	761.682243	3493.443925
31.95756639	480.4865938	4556.330189
45.50848884	1058.389262	10078.53523
46.63891605	1000	4257.603503
36.98592295	382.7205882	6019.612822
43.29908619	266.4716208	6622.970304
45.28154946	280.7116105	7372.808427
39.88170697	849.7787611	5286.842257
50.40496439	901.2152778	8475.59375
45.15394164	662.3465211	2980.759209
24.63350448	252.124859	4735.532437
20.19984564	150.7692308	2609.642308
20.43111065	186.8863049	3673.899225
42.82953994	1235.978044	8762.44985
34.32578649	0	4608.285385
43.54123599	27.04918033	7572.285395
23.93349962	0	-6430.7375
28.54058297	200.7782101	6461.203307
17.39938618	0	4791.019939
29.88491691	0	5022.466997
42.86074843	252.6932084	1700.137588
25.6230396	143.5360094	4081.661452
41.22355264	1396.882793	9292.850686
