,Trip,Latitude[deg],Vehicle Speed[km/h],Air Conditioning Power[Watts],Heater Power[Watts],Power drained(kW),Longitude[deg],Nos
0,1625,42.28176194,18.48999977,0,0,-15.98,-83.75096694,1
1,1625,42.28176194,24.01999855,0,0,-21.996,-83.75096694,1
2,1625,42.28176194,24.01999855,0,0,-15.98,-83.75096694,1
3,1625,42.28176194,29.38999939,0,0,-26.884,-83.75096694,1
4,1625,42.28176194,29.38999939,0,0,-26.27625,-83.75096694,1
5,1625,42.28176194,29.38999939,0,0,-21.996,-83.75096694,1
6,1625,42.28176194,35.36999893,0,0,-29.4,-83.75096694,1
7,1625,42.28176194,35.36999893,0,0,-26.27625,-83.75096694,1
8,1625,42.28188139,0.0,300,0,-0.379,-83.75097417,1
9,1625,42.28188139,5.900000095,0,0,-16.168,-83.75097417,1
10,1625,42.28188139,5.900000095,300,0,-16.168,-83.75097417,1
11,1625,42.28188139,5.900000095,300,0,-0.379,-83.75097417,1
12,1625,42.28188139,5.900000095,300,0,-0.376,-83.75097417,1
13,1625,42.28188139,13.40999985,0,0,-16.168,-83.75097417,1
14,1625,42.28188139,18.48999977,0,0,-16.168,-83.75097417,1
15,1625,42.28188139,18.48999977,0,0,-15.98,-83.75097417,1
16,1625,42.28195861,0.0,300,0,-1.32475,-83.75108944,1
17,1625,42.28195861,0.0,300,0,-1.1355,-83.75108944,1
18,1625,42.28195861,0.0,300,0,-0.94625,-83.75108944,2
19,1625,42.28195861,0.0,300,0,-0.757,-83.75108944,1
20,1625,42.28195861,0.0,300,0,-0.379,-83.75108944,1
21,1625,42.28195861,0.0,300,0,-0.3785,-83.75108944,1
22,1625,42.28195861,0.0,350,0,-1.1355,-83.75108944,1
23,1625,42.28195861,0.0,350,0,0.18925,-83.75108944,1
24,1625,42.28195861,0.0,350,0,0.19025,-83.75108944,1
25,1625,42.28195861,4.659999847,350,0,0.19025,-83.75108944,1
26,1625,42.28195861,4.659999847,350,0,2.6635,-83.75108944,1
27,1625,42.28195861,13.25,350,0,2.6635,-83.75108944,1
28,1625,42.28205917,13.25,350,0,2.6635,-83.75111611,1
29,1625,42.28205917,13.25,350,0,6.4685,-83.75111611,1
30,1625,42.28205917,18.44999886,350,0,6.4685,-83.75111611,1
31,1625,42.28205917,23.89999962,350,0,6.4175,-83.75111611,1
32,1625,42.28205917,23.89999962,350,0,6.4685,-83.75111611,1
33,1625,42.28205917,23.89999962,350,0,7.36125,-83.75111611,1
34,1625,42.28205917,28.13999939,350,0,7.36125,-83.75111611,1
35,1625,42.282215,28.13999939,350,0,7.36125,-83.7511425,1
36,1625,42.282215,29.34000015,350,0,-10.57,-83.7511425,1
37,1625,42.282215,30.09000015,350,0,-10.57,-83.7511425,1
38,1625,42.282215,30.64999962,350,0,-10.57,-83.7511425,1
39,1625,42.282215,30.64999962,350,0,7.36125,-83.7511425,1
40,1625,42.2823725,0.0,0,0,-0.758,-83.74822694,1
41,1625,42.2823725,3.649999857,0,0,-14.553,-83.74822694,1
42,1625,42.2823725,3.649999857,0,0,-0.758,-83.74822694,1
43,1625,42.2823725,3.649999857,350,0,-14.553,-83.74822694,1
44,1625,42.2823725,12.5,350,0,-14.553,-83.74822694,1
45,1625,42.2823725,20.52000046,350,0,-23.247,-83.74822694,1
46,1625,42.2823725,20.52000046,350,0,-14.553,-83.74822694,1
47,1625,42.282375,20.52000046,350,0,-23.247,-83.74838444,1
48,1625,42.282375,26.52999878,350,0,-24.57,-83.74838444,1
49,1625,42.282375,26.52999878,350,0,-23.247,-83.74838444,1
50,1625,42.282375,31.29999924,350,0,-24.57,-83.74838444,1
51,1625,42.282375,31.29999924,350,0,-21.924,-83.74838444,1
52,1625,42.282375,31.29999924,350,0,-21.489,-83.74838444,1
53,1625,42.282375,34.47999954,350,0,-21.489,-83.74838444,1
54,1625,42.282375,34.47999954,350,0,-14.26425,-83.74838444,1
55,1625,42.28238583,24.04999924,350,0,-27.713,-83.75104278,1
56,1625,42.28238583,29.09999847,350,0,-27.713,-83.75104278,1
57,1625,42.28238583,29.09999847,350,0,-25.65325,-83.75104278,1
58,1625,42.28238583,29.34000015,350,0,-10.57,-83.75104278,1
59,1625,42.28238583,29.34000015,350,0,-7.55,-83.75104278,1
60,1625,42.28238583,29.97999954,350,0,-25.65325,-83.75104278,1
61,1625,42.28238583,29.97999954,350,0,-7.55,-83.75104278,1
62,1625,42.28238583,29.97999954,350,0,-7.49,-83.75104278,1
63,1625,42.28239028,34.47999954,350,0,-14.26425,-83.74869083,1
64,1625,42.28239028,35.57999802,350,0,0.55575,-83.74869083,1
65,1625,42.28239028,36.09999847,350,0,-14.26425,-83.74869083,1
66,1625,42.28239028,36.09999847,350,0,-8.151,-83.74869083,1
67,1625,42.28239028,36.13000107,350,0,-8.151,-83.74869083,1
68,1625,42.28239028,36.13000107,350,0,0.55575,-83.74869083,1
69,1625,42.28239944,26.79999924,350,0,5.1435,-83.74903222,1
70,1625,42.28239944,26.79999924,350,0,9.144,-83.74903222,1
71,1625,42.28239944,31.1099987,350,0,3.81,-83.74903222,1
72,1625,42.28239944,31.1099987,350,0,5.1435,-83.74903222,1
73,1625,42.28239944,35.31999969,350,0,0.55575,-83.74903222,1
74,1625,42.28239944,35.31999969,350,0,3.705,-83.74903222,1
75,1625,42.28239944,35.31999969,350,0,3.81,-83.74903222,1
76,1625,42.28239944,35.57999802,350,0,0.55575,-83.74903222,1
77,1625,42.28242333,21.6099987,350,0,14.478,-83.74931639,1
78,1625,42.28242333,26.79999924,350,0,9.144,-83.74931639,1
79,1625,42.28243944,8.420000076,350,0,2.66,-83.74941611,1
80,1625,42.28243944,8.420000076,350,0,2.667,-83.74941611,1
81,1625,42.28243944,8.420000076,350,0,6.858,-83.74941611,1
82,1625,42.28243944,8.960000038,350,0,-0.76,-83.74941611,1
83,1625,42.28243944,8.960000038,350,0,2.66,-83.74941611,1
84,1625,42.28243944,14.92000008,350,0,6.858,-83.74941611,1
85,1625,42.28243944,14.92000008,350,0,14.478,-83.74941611,1
86,1625,42.28243944,16.21999931,350,0,-13.68,-83.74941611,2
87,1625,42.28243944,16.21999931,350,0,-0.76,-83.74941611,1
88,1625,42.28243944,21.6099987,350,0,14.478,-83.74941611,1
89,1625,42.28244056,0.0,0,0,-0.94625,-83.74816167,1
90,1625,42.28244056,0.0,0,0,-0.758,-83.74816167,1
91,1625,42.28244056,0.0,0,0,-0.757,-83.74816167,1
92,1625,42.28244056,0.0,0,0,-0.5685,-83.74816167,1
93,1625,42.28244056,0.0,0,0,-0.56775,-83.74816167,1
94,1625,42.28244056,0.0,0,0,-0.379,-83.74816167,2
95,1625,42.28244056,0.0,0,0,-0.3785,-83.74816167,1
96,1625,42.28246417,35.63000107,350,0,-21.489,-83.75005556,1
97,1625,42.28246417,40.0,350,0,-21.489,-83.75005556,1
98,1625,42.28246417,40.0,350,0,-20.3775,-83.75005556,1
99,1625,42.28246417,40.62999725,350,0,7.7805,-83.75005556,1
100,1625,42.28246417,41.61000061,350,0,-20.3775,-83.75005556,1
101,1625,42.282485,16.21999931,350,0,-13.68,-83.74972278,1
102,1625,42.282485,23.31999969,350,0,-20.14,-83.74972278,1
103,1625,42.282485,30.21999931,350,0,-22.8,-83.74972278,1
104,1625,42.282485,30.21999931,350,0,-20.14,-83.74972278,1
105,1625,42.282485,35.63000107,350,0,-22.8,-83.74972278,1
106,1625,42.282485,35.63000107,350,0,-22.04,-83.74972278,1
107,1625,42.282485,35.63000107,350,0,-21.489,-83.74972278,1
108,1625,42.28248778,30.38999939,350,0,9.37125,-83.7504725,1
109,1625,42.28248778,30.38999939,350,0,11.475,-83.7504725,1
110,1625,42.28248778,36.27000046,350,0,11.115,-83.7504725,1
111,1625,42.28248778,36.27000046,350,0,11.475,-83.7504725,1
112,1625,42.28248778,36.27000046,350,0,11.67075,-83.7504725,1
113,1625,42.28248778,37.64999771,350,0,7.7805,-83.7504725,1
114,1625,42.28248778,37.64999771,350,0,11.67075,-83.7504725,1
115,1625,42.28248778,40.62999725,350,0,7.7805,-83.7504725,1
116,1625,42.28249278,0.0,300,0,-1.895,-83.75093056,1
117,1625,42.28249278,8.38999939,300,0,-20.03575,-83.75093056,1
118,1625,42.28249278,8.38999939,300,0,-1.895,-83.75093056,1
119,1625,42.28249278,8.38999939,350,0,-20.03575,-83.75093056,1
120,1625,42.28249278,17.52999878,350,0,-20.03575,-83.75093056,1
121,1625,42.28249278,24.04999924,350,0,-27.713,-83.75093056,1
122,1625,42.28249278,24.04999924,350,0,-20.03575,-83.75093056,1
123,1625,42.28249667,0.0,300,0,-1.895,-83.75078444,1
124,1625,42.28249667,0.0,300,0,-1.3265,-83.75078444,1
125,1625,42.28249667,0.0,350,0,-1.3265,-83.75078444,1
126,1625,42.28249667,0.0,350,0,0.95625,-83.75078444,1
127,1625,42.28249667,10.59999943,350,0,0.95625,-83.75078444,1
128,1625,42.28249667,20.78999901,350,0,5.54625,-83.75078444,1
129,1625,42.28249667,20.78999901,350,0,9.37125,-83.75078444,1
130,1625,42.28249667,30.38999939,350,0,9.37125,-83.75078444,1
131,1625,42.28252583,0.0,0,0,-0.94625,-83.74807917,3
132,1625,42.28252583,0.0,0,0,-0.758,-83.74807917,3
133,1625,42.28252583,0.0,0,0,-0.757,-83.74807917,4
134,1625,42.28252583,0.0,0,0,-0.56775,-83.74807917,1
135,1625,42.28252583,0.0,0,0,-0.379,-83.74807917,2
136,1625,42.28252583,0.0,0,0,-0.3785,-83.74807917,1
137,1625,42.28252583,0.0,350,0,-0.758,-83.74807917,1
138,1625,42.28252583,0.0,350,0,1.516,-83.74807917,1
139,1625,42.28252583,7.789999962,350,0,1.53,-83.74807917,2
140,1625,42.28252583,13.71000004,350,0,1.53,-83.74807917,1
141,1625,42.28253528,13.71000004,350,0,1.53,-83.7479325,1
142,1625,42.28253528,13.71000004,350,0,14.1525,-83.7479325,1
143,1625,42.28253528,19.45999908,350,0,13.7825,-83.7479325,1
144,1625,42.28253528,19.45999908,350,0,14.1525,-83.7479325,1
145,1625,42.28253528,26.12999916,350,0,7.26375,-83.7479325,1
146,1625,42.28253528,26.12999916,350,0,13.7825,-83.7479325,1
147,1625,42.28254583,29.82999992,350,0,-22.814,-83.74730167,1
148,1625,42.28254583,34.29000092,350,0,-22.814,-83.74730167,1
149,1625,42.28254583,34.29000092,350,0,-14.399,-83.74730167,1
150,1625,42.28254583,35.34000015,350,0,1.8625,-83.74730167,1
151,1625,42.28254583,36.27000046,350,0,-14.399,-83.74730167,1
152,1625,42.28254583,36.27000046,350,0,1.8625,-83.74730167,1
153,1625,42.28254583,36.27000046,350,0,1.87,-83.74730167,1
154,1625,42.28255111,30.1099987,350,0,3.3525,-83.74762389,1
155,1625,42.28255111,30.1099987,350,0,7.26375,-83.74762389,1
156,1625,42.28255111,33.38999939,350,0,1.8625,-83.74762389,1
157,1625,42.28255111,33.38999939,350,0,3.3525,-83.74762389,1
158,1625,42.28255111,35.34000015,350,0,1.8625,-83.74762389,1
159,1625,42.2825975,11.75,350,0,-17.73975,-83.74712944,1
160,1625,42.2825975,11.75,350,0,-17.391,-83.74712944,1
161,1625,42.2825975,18.88999939,350,0,-19.635,-83.74712944,1
162,1625,42.2825975,18.88999939,350,0,-17.391,-83.74712944,1
163,1625,42.2825975,24.63999939,350,0,-23.375,-83.74712944,1
164,1625,42.2825975,24.63999939,350,0,-19.635,-83.74712944,1
165,1625,42.2825975,29.82999992,350,0,-23.375,-83.74712944,1
166,1625,42.2827,4.920000076,350,0,1.9075,-83.74708417,1
167,1625,42.2827,4.920000076,350,0,12.01725,-83.74708417,1
168,1625,42.2827,8.679999352,350,0,6.867,-83.74708417,1
169,1625,42.2827,8.679999352,350,0,12.01725,-83.74708417,1
170,1625,42.2827,11.75,350,0,-17.73975,-83.74708417,1
171,1625,42.2827,11.75,350,0,1.9075,-83.74708417,1
172,1625,42.2827,17.94000053,350,0,6.867,-83.74708417,1
173,1625,42.28291944,17.94000053,350,0,6.867,-83.74705444,1
174,1625,42.28291944,17.94000053,350,0,9.34675,-83.74705444,1
175,1625,42.28291944,26.61999893,350,0,9.34675,-83.74705444,1
176,1625,42.28291944,26.61999893,350,0,10.682,-83.74705444,1
177,1625,42.28291944,35.86999893,350,0,-9.89775,-83.74705444,1
178,1625,42.28291944,35.86999893,350,0,10.458,-83.74705444,1
179,1625,42.28291944,35.86999893,350,0,10.682,-83.74705444,1
180,1625,42.28291944,37.57999802,350,0,-9.89775,-83.74705444,1
181,1625,42.28314611,28.73999977,350,0,-10.27125,-83.74699861,1
182,1625,42.28314611,32.59000015,350,0,-24.651,-83.74699861,1
183,1625,42.28314611,32.59000015,350,0,-10.27125,-83.74699861,1
184,1625,42.28314611,35.82999802,350,0,-24.651,-83.74699861,1
185,1625,42.28314611,35.82999802,350,0,-19.0485,-83.74699861,1
186,1625,42.28314611,37.57999802,350,0,-19.0485,-83.74699861,1
187,1625,42.28314611,37.57999802,350,0,-9.89775,-83.74699861,1
188,1625,42.28316,26.55999947,400,0,-18.38925,-83.74086806,1
189,1625,42.28316,31.11999893,400,0,-18.9465,-83.74086806,1
190,1625,42.28316,31.11999893,400,0,-18.38925,-83.74086806,1
191,1625,42.28316,35.21999741,400,0,-20.061,-83.74086806,1
192,1625,42.28316,35.21999741,400,0,-18.9465,-83.74086806,1
193,1625,42.28316,38.93999863,400,0,-20.061,-83.74086806,1
194,1625,42.28316,41.93000031,400,0,-20.061,-83.74086806,1
195,1625,42.28316167,41.93000031,400,0,-20.061,-83.74131306,1
196,1625,42.28316167,41.93000031,400,0,-12.2595,-83.74131306,1
197,1625,42.28316167,41.93000031,400,0,-12.21,-83.74131306,1
198,1625,42.28316167,44.04999924,400,0,-12.21,-83.74131306,1
199,1625,42.28316167,45.66999817,400,0,-12.21,-83.74131306,1
200,1625,42.28316167,45.66999817,400,0,-8.325,-83.74131306,1
201,1625,42.28316611,45.66999817,400,0,-8.325,-83.74174028,1
202,1625,42.28316611,46.75999832,400,0,-8.325,-83.74174028,1
203,1625,42.28316611,47.57999802,400,0,-8.325,-83.74174028,1
204,1625,42.28316611,47.57999802,400,0,-5.55,-83.74174028,1
205,1625,42.28316611,48.29999924,400,0,-5.55,-83.74174028,1
206,1625,42.28316611,48.29999924,400,0,-2.4375,-83.74174028,1
207,1625,42.28316611,48.29999924,400,0,-2.405,-83.74174028,1
208,1625,42.28318583,44.02999878,400,0,13.3125,-83.74218194,1
209,1625,42.28318583,46.80999756,400,0,-2.4375,-83.74218194,1
210,1625,42.28318583,46.80999756,400,0,13.3125,-83.74218194,1
211,1625,42.28318583,48.29999924,400,0,-2.4375,-83.74218194,1
212,1625,42.28318583,48.75999832,400,0,-2.4375,-83.74218194,1
213,1625,42.28319889,35.84000015,400,0,10.682,-83.74260833,1
214,1625,42.28319889,38.45000076,400,0,10.5,-83.74260833,1
215,1625,42.28319889,38.45000076,400,0,10.682,-83.74260833,1
216,1625,42.28319889,38.45000076,400,0,11.4375,-83.74260833,1
217,1625,42.28319889,41.29999924,400,0,11.4375,-83.74260833,1
218,1625,42.28319889,41.29999924,400,0,13.3125,-83.74260833,1
219,1625,42.28319889,44.02999878,400,0,13.3125,-83.74260833,1
220,1625,42.28321083,6.329999924,400,0,-0.3845,-83.7406925,1
221,1625,42.28321083,14.30999947,400,0,-11.34275,-83.7406925,1
222,1625,42.28321083,14.30999947,400,0,-0.3845,-83.7406925,1
223,1625,42.28321083,21.43000031,400,0,-18.8405,-83.7406925,1
224,1625,42.28321083,21.43000031,400,0,-18.2035,-83.7406925,1
225,1625,42.28321083,21.43000031,400,0,-11.34275,-83.7406925,1
226,1625,42.28321083,26.55999947,400,0,-18.38925,-83.7406925,1
227,1625,42.28321083,26.55999947,400,0,-18.2035,-83.7406925,1
228,1625,42.28321361,22.80999947,400,0,8.393,-83.74294028,1
229,1625,42.28321361,22.80999947,400,0,15.26,-83.74294028,1
230,1625,42.28321361,27.94999886,400,0,8.393,-83.74294028,1
231,1625,42.28321361,30.75,400,0,8.393,-83.74294028,1
232,1625,42.28321361,30.75,400,0,10.682,-83.74294028,1
233,1625,42.28321361,35.84000015,400,0,10.682,-83.74294028,1
234,1625,42.28321917,6.619999886,400,0,5.355,-83.74320083,1
235,1625,42.28321917,6.619999886,400,0,8.22375,-83.74320083,1
236,1625,42.28321917,12.22999954,400,0,8.22375,-83.74320083,1
237,1625,42.28321917,12.22999954,400,0,11.28375,-83.74320083,1
238,1625,42.28321917,17.62999916,400,0,11.28375,-83.74320083,1
239,1625,42.28321917,17.62999916,400,0,15.26,-83.74320083,1
240,1625,42.28321917,17.62999916,400,0,15.3,-83.74320083,1
241,1625,42.28321917,22.80999947,400,0,15.26,-83.74320083,1
242,1625,42.28323417,6.329999924,400,0,-0.3845,-83.74058417,1
243,1625,42.28323417,6.329999924,400,0,8.65125,-83.74058417,1
244,1625,42.28323417,14.34999943,400,0,8.65125,-83.74058417,1
245,1625,42.28323417,14.34999943,400,0,19.225,-83.74058417,1
246,1625,42.28323417,23.92000008,400,0,19.225,-83.74058417,1
247,1625,42.28323417,23.92000008,400,0,19.4565,-83.74058417,1
248,1625,42.28323417,23.92000008,400,0,19.6095,-83.74058417,1
249,1625,42.28323417,31.1799984,400,0,19.4565,-83.74058417,2
250,1625,42.28324778,0.0,350,0,-1.32475,-83.74333306,1
251,1625,42.28324778,0.0,350,0,-1.1355,-83.74333306,1
252,1625,42.28324778,0.0,350,0,-1.134,-83.74333306,2
253,1625,42.28324778,0.0,350,0,-0.94625,-83.74333306,1
254,1625,42.28324778,0.0,350,0,-0.945,-83.74333306,2
255,1625,42.28324778,0.0,350,0,-0.757,-83.74333306,2
256,1625,42.28324778,0.0,350,0,-0.56775,-83.74333306,2
257,1625,42.28324778,0.0,350,0,-0.567,-83.74333306,1
258,1625,42.28324778,0.0,350,0,-0.378,-83.74333306,1
259,1625,42.28324778,0.0,400,0,-1.32475,-83.74333306,1
260,1625,42.28324778,0.0,400,0,5.299,-83.74333306,1
261,1625,42.28324778,0.0,400,0,5.355,-83.74333306,1
262,1625,42.28324778,6.619999886,400,0,5.355,-83.74333306,1
263,1625,42.28326083,31.1799984,400,0,19.075,-83.74028778,1
264,1625,42.28326083,31.1799984,400,0,19.4565,-83.74028778,2
265,1625,42.28326083,36.63999939,400,0,12.5895,-83.74028778,1
266,1625,42.28326083,36.63999939,400,0,19.075,-83.74028778,1
267,1625,42.28326083,40.11999893,400,0,12.5895,-83.74028778,1
268,1625,42.28326083,40.11999893,400,0,13.3525,-83.74028778,1
269,1625,42.28326083,43.13999939,400,0,13.3525,-83.74028778,1
270,1625,42.28327472,4.039999962,0,0,-7.57,-83.74343944,1
271,1625,42.28327472,4.039999962,350,0,-7.57,-83.74343944,1
272,1625,42.28327472,4.039999962,350,0,-0.94625,-83.74343944,1
273,1625,42.28327472,10.23999977,0,0,-7.57,-83.74343944,1
274,1625,42.28327472,16.75,0,0,-13.2475,-83.74343944,1
275,1625,42.28327472,16.75,0,0,-7.57,-83.74343944,1
276,1625,42.28328028,43.13999939,400,0,12.39875,-83.73985861,1
277,1625,42.28328028,43.13999939,400,0,13.3525,-83.73985861,1
278,1625,42.28328028,46.11000061,400,0,-2.079,-83.73985861,1
279,1625,42.28328028,46.11000061,400,0,12.39875,-83.73985861,1
280,1625,42.28328028,46.22999954,400,0,-9.072,-83.73985861,1
281,1625,42.28328028,46.89999771,400,0,-9.072,-83.73985861,1
282,1625,42.28328028,46.89999771,400,0,-2.079,-83.73985861,1
283,1625,42.28328333,16.75,0,0,-13.2475,-83.74353472,1
284,1625,42.28328333,22.59000015,0,0,-16.84325,-83.74353472,1
285,1625,42.28328333,22.59000015,0,0,-13.2475,-83.74353472,1
286,1625,42.28328333,27.98999977,0,0,-17.7895,-83.74353472,1
287,1625,42.28328333,27.98999977,0,0,-17.484,-83.74353472,1
288,1625,42.28328333,27.98999977,0,0,-16.84325,-83.74353472,1
289,1625,42.28328333,32.61000061,0,0,-17.484,-83.74353472,1
290,1625,42.28328333,32.61000061,0,0,-15.81,-83.74353472,1
291,1625,42.28329861,44.45999908,400,0,-6.237,-83.73941194,1
292,1625,42.28329861,44.45999908,400,0,4.536,-83.73941194,1
293,1625,42.28329861,45.50999832,400,0,-9.072,-83.73941194,1
294,1625,42.28329861,45.50999832,400,0,-6.237,-83.73941194,1
295,1625,42.28329861,46.22999954,400,0,-9.072,-83.73941194,1
296,1625,42.28330694,0.0,350,0,-0.94625,-83.74344861,4
297,1625,42.28330694,0.0,350,0,-0.757,-83.74344861,4
298,1625,42.28330694,0.0,350,0,-0.56775,-83.74344861,1
299,1625,42.28330917,44.89999771,400,0,0.55725,-83.738975,1
300,1625,42.28330917,44.89999771,400,0,4.458,-83.738975,1
301,1625,42.28330917,44.89999771,400,0,4.536,-83.738975,1
302,1625,42.28330917,46.11000061,400,0,-4.27225,-83.738975,1
303,1625,42.28330917,46.11000061,400,0,0.55725,-83.738975,1
304,1625,42.28330917,46.70999908,400,0,-10.402,-83.738975,1
305,1625,42.28330917,46.70999908,400,0,-4.27225,-83.738975,1
306,1625,42.28333333,41.43000031,0,0,-9.672,-83.74410361,1
307,1625,42.28333333,42.68999863,0,0,0.94375,-83.74410361,1
308,1625,42.28333333,42.79999924,0,0,-9.672,-83.74410361,1
309,1625,42.28333333,42.79999924,0,0,-2.07625,-83.74410361,1
310,1625,42.28333333,42.79999924,0,0,-2.046,-83.74410361,1
311,1625,42.28333333,43.20999908,0,0,-2.07625,-83.74410361,1
312,1625,42.28333333,43.20999908,0,0,0.94375,-83.74410361,1
313,1625,42.28333361,42.75999832,400,0,-4.278,-83.73770111,1
314,1625,42.28333361,42.75999832,400,0,-0.744,-83.73770111,1
315,1625,42.28333361,46.0399971,400,0,-20.46,-83.73770111,1
316,1625,42.28333361,46.0399971,400,0,-4.278,-83.73770111,1
317,1625,42.28333361,49.91999817,400,0,-20.46,-83.73770111,1
318,1625,42.28333361,49.91999817,400,0,-20.1575,-83.73770111,1
319,1625,42.28333361,52.73999786,400,0,-20.1575,-83.73770111,1
320,1625,42.283335,43.25999832,400,0,-16.554,-83.73853806,1
321,1625,42.283335,43.25999832,400,0,-16.53175,-83.73853806,1
322,1625,42.283335,45.34999847,400,0,-16.53175,-83.73853806,1
323,1625,42.283335,45.34999847,400,0,-15.603,-83.73853806,1
324,1625,42.283335,46.25999832,400,0,-15.603,-83.73853806,1
325,1625,42.283335,46.25999832,400,0,-10.402,-83.73853806,1
326,1625,42.28334139,21.60000038,350,0,-15.58325,-83.74692111,1
327,1625,42.28334139,26.06999969,350,0,-19.33825,-83.74692111,1
328,1625,42.28334139,26.06999969,350,0,-15.58325,-83.74692111,1
329,1625,42.28334139,28.73999977,350,0,-21.84975,-83.74692111,1
330,1625,42.28334139,28.73999977,350,0,-10.27125,-83.74692111,1
331,1625,42.28334139,29.4299984,350,0,-21.96675,-83.74692111,1
332,1625,42.28334139,29.4299984,350,0,-21.84975,-83.74692111,1
333,1625,42.28334139,29.4299984,350,0,-19.33825,-83.74692111,1
334,1625,42.28334194,32.61000061,0,0,-15.81,-83.74376194,1
335,1625,42.28334194,36.16999817,0,0,-15.81,-83.74376194,1
336,1625,42.28334194,36.16999817,0,0,-12.648,-83.74376194,1
337,1625,42.28334194,39.09000015,0,0,-12.648,-83.74376194,1
338,1625,42.28334194,39.09000015,0,0,-9.672,-83.74376194,1
339,1625,42.28334194,41.43000031,0,0,-9.672,-83.74376194,1
340,1625,42.28334833,52.73999786,400,0,-24.73875,-83.73716667,1
341,1625,42.28334833,52.73999786,400,0,-20.1575,-83.73716667,1
342,1625,42.28334833,54.93999863,400,0,-26.20475,-83.73716667,1
343,1625,42.28334833,54.93999863,400,0,-24.73875,-83.73716667,1
344,1625,42.28334833,55.61000061,400,0,-26.0215,-83.73716667,1
345,1625,42.28334833,56.57999802,400,0,-26.20475,-83.73716667,1
346,1625,42.28334833,56.57999802,400,0,-26.0215,-83.73716667,1
347,1625,42.28335194,41.22999954,400,0,-6.324,-83.73816056,1
348,1625,42.28335194,41.22999954,400,0,-0.744,-83.73816056,1
349,1625,42.28335194,41.62999725,400,0,-12.648,-83.73816056,1
350,1625,42.28335194,41.62999725,400,0,-6.324,-83.73816056,1
351,1625,42.28335194,42.75999832,400,0,-0.744,-83.73816056,1
352,1625,42.28335194,43.25999832,400,0,-12.648,-83.73816056,1
353,1625,42.28336111,28.26000023,400,0,-12.176,-83.73585833,1
354,1625,42.28336111,28.26000023,400,0,7.03925,-83.73585833,1
355,1625,42.28336111,32.97999954,400,0,-30.24975,-83.73585833,1
356,1625,42.28336111,32.97999954,400,0,-12.176,-83.73585833,1
357,1625,42.28336111,38.39999771,400,0,-31.962,-83.73585833,1
358,1625,42.28336111,38.39999771,400,0,-30.24975,-83.73585833,1
359,1625,42.28336333,47.61999893,400,0,-22.35475,-83.73664083,1
360,1625,42.28336333,50.62999725,400,0,-23.83275,-83.73664083,1
361,1625,42.28336333,50.62999725,400,0,-22.35475,-83.73664083,1
362,1625,42.28336333,53.48999786,400,0,-25.865,-83.73664083,1
363,1625,42.28336333,53.48999786,400,0,-25.655,-83.73664083,1
364,1625,42.28336333,53.48999786,400,0,-23.83275,-83.73664083,1
365,1625,42.28336333,55.61000061,400,0,-26.0215,-83.73664083,1
366,1625,42.28336333,55.61000061,400,0,-25.655,-83.73664083,1
367,1625,42.28336861,42.62999725,400,0,-31.962,-83.73620333,1
368,1625,42.28336861,42.62999725,400,0,-24.57175,-83.73620333,1
369,1625,42.28336861,45.00999832,400,0,-24.57175,-83.73620333,1
370,1625,42.28336861,45.00999832,400,0,-17.55125,-83.73620333,1
371,1625,42.28336861,47.61999893,400,0,-22.35475,-83.73620333,1
372,1625,42.28336861,47.61999893,400,0,-17.55125,-83.73620333,1
373,1625,42.28337528,42.40999985,0,0,-5.285,-83.74449,1
374,1625,42.28337528,42.40999985,0,0,0.94375,-83.74449,1
375,1625,42.28337528,42.68999863,0,0,0.94375,-83.74449,1
376,1625,42.28337528,43.29999924,0,0,-5.285,-83.74449,1
377,1625,42.28337528,44.13999939,0,0,-6.04,-83.74449,1
378,1625,42.28337528,44.13999939,0,0,-5.285,-83.74449,1
379,1625,42.28340306,44.13999939,0,0,-6.04,-83.74486944,1
380,1625,42.28340306,44.13999939,0,0,-6.016,-83.74486944,1
381,1625,42.28340306,44.50999832,0,0,-6.016,-83.74486944,1
382,1625,42.28340306,44.61999893,0,0,-3.384,-83.74486944,1
383,1625,42.28340306,44.77999878,0,0,-6.016,-83.74486944,1
384,1625,42.28340306,44.77999878,0,0,-3.384,-83.74486944,1
385,1625,42.28340444,0.0,350,0,-1.33,-83.74678583,1
386,1625,42.28340444,9.179999352,350,0,-15.95875,-83.74678583,1
387,1625,42.28340444,9.179999352,350,0,-1.33,-83.74678583,1
388,1625,42.28340444,9.179999352,350,0,-1.31425,-83.74678583,1
389,1625,42.28340444,16.53999901,350,0,-15.95875,-83.74678583,1
390,1625,42.28340444,21.60000038,350,0,-15.95875,-83.74678583,1
391,1625,42.28340444,21.60000038,350,0,-15.58325,-83.74678583,1
392,1625,42.28342083,0.0,0,0,-1.33,-83.74656944,1
393,1625,42.28342083,0.0,0,0,5.32,-83.74656944,1
394,1625,42.28342083,0.0,350,0,-1.33,-83.74656944,1
395,1625,42.28342083,9.079999924,0,0,5.362,-83.74656944,1
396,1625,42.28342083,9.079999924,0,0,12.0645,-83.74656944,1
397,1625,42.28342083,16.28999901,0,0,12.0645,-83.74656944,1
398,1625,42.28342083,16.28999901,0,0,16.852,-83.74656944,1
399,1625,42.28342083,23.81999969,0,0,16.852,-83.74656944,1
400,1625,42.28342083,23.81999969,0,0,19.15,-83.74656944,1
